9_0 Buchnera_aphidicola
477641_0 Modestobacter_marinus
477974_0 Candidatus_Desulforudis_audaxviator_MP104C
478550_1 Ligustrum_necrotic_ringspot_virus
478741_0 Verrucomicrobia_bacterium_LP2A
478749_0 Marvinbryantia_formatexigens_DSM_14469
478801_0 Kytococcus_sedentarius_DSM_20547
478812_1 Tomato_leaf_curl_New_Delhi_betasatellite
478820_1 Blastocystis_sp._ATCC_50177/Nand_II
479058_1 Bandicoot_papillomatosis_carcinomatosis_virus_type_1
479060_1 Cocksfoot_mild_mosaic_virus
479430_0 Actinospica_robiniae_DSM_44927
479431_0 Nakamurella_multipartita_DSM_44233
479432_0 Streptosporangium_roseum_DSM_43021
479433_0 Catenulispora_acidiphila_DSM_44928
479434_0 Sphaerobacter_thermophilus_DSM_20745
479435_0 Kribbella_flavida_DSM_17836
479436_0 Veillonella_parvula_DSM_2008
479437_0 Eggerthella_lenta_DSM_2243
479713_1 Primula_malacoides_virus_China/Mar2007
480043_1 Eimeria_tenella_strain_Penn_State
480224_0 Chloroflexus_aurantiacus_Y-400-fl
480284_0 Virgibacillus_soli
480391_0 Pediococcus_argentinicus
480410_1 Choristoneura_occidentalis_cypovirus_16
480808_1 Mycobacterium_phage_Giles
481146_0 Acetobacter_pasteurianus_subsp._ascendens
481147_1 Simian_T-cell_lymphotropic_virus_6
481315_1 Leporid_alphaherpesvirus_4
481446_0 Nautella_italica
481448_0 Methylacidiphilum_infernorum_V4
481743_0 Paenibacillus_sp._Y412MC10
482145_1 Aspergillus_taichungensis
482537_0 Galeopterus_variegatus
482822_1 Enterobacteria_phage_DE3
482957_0 Burkholderia_lata
483139_1 Cystoisospora_suis
483214_0 Methanobrevibacter_smithii_DSM_2375
483218_0 [Bacteroides]_pectinophilus_ATCC_43243
483219_0 Myxococcus_fulvus_HW-1
483266_1 Haemophilus_phage_SuMu
483514_1 Schizosaccharomyces_octosporus_yFS286
483537_1 Alternaria_alternata_virus_1
483547_0 Geoalkalibacter_subterraneus
483913_0 Bacillus_subtilis_subsp._inaquosorum
484018_0 Bacteroides_plebeius_DSM_17135
484019_0 Thermosipho_africanus_TCF52B
484020_0 Bifidobacterium_bifidum_BGN4
484429_0 Sphingobium_sp._YBL2
484770_0 Pelosinus_sp._UFO1
484895_1 Pseudomonas_virus_LUZ24
484896_1 Pseudomonas_phage_LUZ19
484906_1 Babesia_bovis_T2Bo
485241_1 Caretta_caretta_papillomavirus_1
485362_1 Francolinus_leucoscepus_papillomavirus_1
485447_0 Thalassomonas_actiniarum
485724_1 Melon_severe_mosaic_tospovirus
485913_0 Ktedonobacter_racemifer_DSM_44963
485914_0 Halomicrobium_mukohataei_DSM_12286
485915_0 Desulfohalobium_retbaense_DSM_5692
485916_0 Desulfotomaculum_acetoxidans_DSM_771
485917_0 Pedobacter_heparinus_DSM_2366
485918_0 Chitinophaga_pinensis_DSM_2588
486041_1 Laccaria_bicolor_S238N-H82
486494_1 Nounane_virus
486809_1 Ramie_mosaic_virus
486898_1 Tomato_leaf_curl_Bangalore_virus-[Ban5]_satellite_DNA_beta
487152_1 Staphylococcus_virus_phiMR25
487155_1 Brugmansia_suaveolens_mottle_virus
487311_1 Anopheles_gambiae_densovirus
487316_0 Acinetobacter_soli
487492_1 Mikania_micrantha_mosaic_virus
487514_0 Mycobacterium_kyorinense
487685_0 Methanolobus_profundi
487796_0 Flavobacteria_bacterium_MS024-2A
487797_0 Flavobacteria_bacterium_MS024-3C
488124_0 Methanofollis_ethanolicus
488241_1 Influenza_A_virus_(A/Korea/426/1968(H2N2))
488255_1 Malachra_yellow_vein_mosaic_virus-associated_satellite_DNA_beta
488317_1 Eggplant_mottled_dwarf_nucleorhabdovirus
488446_0 Burkholderia_latens
488447_0 Burkholderia_contaminans
488538_0 Candidatus_Puniceispirillum_marinum_IMCC1322
488729_0 Burkholderia_metallica
488731_0 Burkholderia_seminalis
488732_0 Burkholderia_diffusa
489653_0 Neisseria_lactamica_020-06
489779_1 Escherichia_phage_Min27
489828_1 Enterobacteria_phage_WA13_sensu_lato
489829_1 Enterobacteria_phage_ID18_sensu_lato
489830_1 Helicoverpa_armigera_granulovirus
490039_1 Norovirus_GII.2
490103_1 Escherichia_virus_phiEco32
490110_1 Curionopolis_virus
490111_1 Itacaiunas_virus
490711_1 Orgyia_leucostigma_nucleopolyhedrovirus
490912_1 Silicibacter_phage_DSS3phi2
490913_1 Sulfitobacter_phage_EE36phi1
491003_1 Escherichia_virus_EPS7
491893_1 Abalone_shriveling_syndrome-associated_virus
491915_0 Anoxybacillus_flavithermus_WK1
491952_0 Marinomonas_posidonica_IVIA-Po-181
492502_1 Rose_cryptic_virus_1
492670_0 Bacillus_velezensis
492774_0 Rhizobium_alamii
493385_0 Methylogaea_oryzae_JCM_16910
493475_0 Paraglaciecola_arctica_BSs20135
493803_1 Merkel_cell_polyomavirus
494269_1 Lactococcus_virus_Bibb29
494416_0 Psychrobacter_sp._TB15
494651_1 Bovine_hokovirus_1
496807_1 Eragrostis_streak_virus
496833_0 Mycoplasma_fermentans_PG18
496874_1 Lactobacillus_phage_Lrm1
497136_1 Chaetoceros_tenuissimus_RNA_virus_01
497863_1 Oat_dwarf_virus
497865_1 Cardiospermum_yellow_leaf_curl_betasatellite
497964_0 Chthoniobacter_flavus_Ellin428
497965_0 Cyanothece_sp._PCC_7822
498019_1 [Candida]_auris
498211_0 Cellvibrio_japonicus_Ueda107
498217_0 Edwardsiella_tarda_EIB202
498367_0 Streptomyces_specialis
498742_0 Borreliella_spielmanii_A14S
498761_0 Heliobacterium_modesticaldum_Ice1
498805_1 Emilia_yellow_vein_virus-[Fz1]
498848_0 Thermus_aquaticus_Y51MC23
499207_0 Syntrophaceticus_schinkii
499235_1 Halomonas_virus_HAP1
499555_0 Dietzia_timorensis
499556_1 Chapare_mammarenavirus
499854_1 New_Mapoon_virus
500153_0 Streptomyces_avicenniae
500485_1 Penicillium_rubens_Wisconsin_54-1255
500632_0 Tyzzerella_nexilis_DSM_1787
500633_0 [Clostridium]_hiranonis_DSM_13275
500635_0 Mitsuokella_multacida_DSM_20544
500654_1 Bandicoot_papillomatosis_carcinomatosis_virus_type_2
501328_1 Tomato_leaf_curl_Ghana_virus
501479_0 Citreicella_sp._SE45
502025_0 Haliangium_ochraceum_DSM_14365
502102_1 Rat_coronavirus_Parker
502558_0 Eggerthella_sp._YY7918
502682_0 Erythrobacter_gangjinensis
502779_1 Paracoccidioides_lutzii_Pb01
503106_1 Marssonina_coronariae
503388_1 Lactococcus_phage_asccphi28
504346_1 Pseudomonas_phage_PAJU2
504474_0 Corynebacterium_urealyticum_DSM_7109
504487_0 Jejuia_pallidilutea
504501_1 Propionibacterium_phage_PAD20
504553_1 Propionibacterium_phage_PAS50
504728_0 Meiothermus_ruber_DSM_1279
504832_0 Oligotropha_carboxidovorans_OM5
505292_1 Pseudomonas_virus_MP38
505317_0 Chelonobacter_oris
505682_0 Ureaplasma_parvum_serovar_3_str._ATCC_27815
507474_1 Tomato_leaf_curl_Cebu_virus
507475_1 Tomato_leaf_curl_Cotabato_virus
507476_1 Tomato_leaf_curl_Mindanao_virus
507522_0 Klebsiella_pneumoniae_342
507626_0 Halomonas_chromatireducens
507754_0 Acidiplasma_aeolicum
508419_1 Lactobacillus_virus_c5
508441_1 Ictalurid_herpesvirus_2
508748_1 Mesta_yellow_vein_mosaic_Bahraich_virus
508750_1 Kenaf_leaf_curl_virus-[India:Bahraich:2007]
508767_0 Clostridium_botulinum_E3_str._Alaska_E43
509190_0 Caulobacter_segnis_ATCC_21756
509191_0 Acetivibrio_cellulolyticus_CD2
509193_0 Thermoanaerobacter_brockii_subsp._finnii_Ako-1
509531_1 Gossypium_darwinii_symptomless_virus
509532_1 Gossypium_punctatum_mild_leaf_curl_virus
509923_1 Beet_cryptic_virus_1
510955_0 Chryseobacterium_solincola
511051_0 Caldisericum_exile_AZM16c01
511062_0 Oceanimonas_sp._GK1
511437_0 Lactobacillus_buchneri_NRRL_B-30929
511680_0 Butyrivibrio_crossotus_DSM_2876
511755_1 Human_TMEV-like_cardiovirus
511969_1 Enterobacteria_phage_ID2_Moscow/ID/2001
511995_0 Candidatus_Azobacteroides_pseudotrichonymphae_genomovar._CFP2
512402_0 Mycolicibacter_heraklionensis
512402_1 Mycolicibacter_heraklionensis
512564_0 Mycoplasma_crocodyli_MP145
512565_0 Actinoplanes_missouriensis_431
512763_0 Rufibacter_tibetensis
512792_1 Acidianus_filamentous_virus_9
513550_1 Bacillus_virus_AP50
515320_1 Lamium_leaf_distortion_virus
515444_1 Eupatorium_vein_clearing_virus
515446_1 Verbena_virus_Y
515575_1 Algerian_watermelon_mosaic_virus
515618_0 Candidatus_Riesia_pediculicola_USDA
515619_0 [Eubacterium]_rectale_ATCC_33656
515620_0 [Eubacterium]_eligens_ATCC_27750
515622_0 Butyrivibrio_proteoclasticus_B316
515635_0 Dictyoglomus_turgidum_DSM_6724
515849_1 Podospora_anserina_S_mat+
516051_0 Muricauda_lutaonensis
516756_0 Eufriesea_mexicana
516956_1 Grapevine_virus_E
517011_0 Stenotrophomonas_chelatiphaga
517417_0 Chlorobaculum_parvum_NCIB_8327
517418_0 Chloroherpeton_thalassium_ATCC_35110
517722_0 Citromicrobium_sp._JLT1363
518636_0 [Clostridium]_asparagiforme_DSM_15981
518637_0 Holdemanella_biformis_DSM_3989
518766_0 Rhodothermus_marinus_DSM_4252
518829_1 Okra_leaf_curl_alphasatellite
518829_2 Okra_leaf_curl_alphasatellite
518987_1 Influenza_B_virus_(B/Lee/1940)
519015_1 Pepper_leaf_curl_Yunnan_virus-[YN323]
519424_0 Bacillus_trypoxylicola
519441_0 Streptobacillus_moniliformis_DSM_12112
519442_0 Halorhabdus_utahensis_DSM_12940
519472_0 Vagococcus_teuberi
519497_1 Southern_rice_black-streaked_dwarf_virus
519963_1 Elaphomyces_granulatus
519989_0 Ectothiorhodospira_sp._PHS-1
520822_0 Atta_colombica
520848_1 Urochloa_streak_virus
520962_1 Ralstonia_phage_RSM3
520973_1 Calicivirus_pig/AB90/CAN
521003_0 Collinsella_intestinalis_DSM_13280
521006_0 Neisseria_gonorrhoeae_NCCP11945
521010_0 Borreliella_bissettii_DN127
521011_0 Methanosphaerula_palustris_E1-9c
521045_0 Kosmotoga_olearia_TBF_19.5.1
521095_0 Atopobium_parvulum_DSM_20469
521096_0 Tsukamurella_paurometabola_DSM_20162
521098_0 Alicyclobacillus_acidocaldarius_subsp._acidocaldarius_DSM_446
521393_0 Actinomyces_timonensis_DSM_23838
521460_0 Caldicellulosiruptor_bescii_DSM_6725
521674_0 Planctopirus_limnophila_DSM_3776
521719_0 Pseudomonas_caeni_DSM_24390
522306_0 Candidatus_Accumulibacter_phosphatis_clade_IIA_str._UW-1
522373_0 Stenotrophomonas_maltophilia_K279a
522492_0 Pseudomonas_massiliensis
522772_0 Denitrovibrio_acetiphilus_DSM_12809
523791_0 Kangiella_koreensis_DSM_16069
523794_0 Leptotrichia_buccalis_C-1013-b
523841_0 Haloferax_mediterranei_ATCC_33500
523843_0 Methanohalophilus_portucalensis_FDF-1
523844_0 Methanosarcina_thermophila_TM-1
523845_0 Methanothermococcus_thermolithotrophicus_DSM_2095
523846_0 Methanothermus_fervidus_DSM_2088
523847_0 Sulfolobus_metallicus_DSM_6482_=_JCM_9184
523849_0 Thermococcus_litoralis_DSM_5473
523850_0 Thermococcus_onnurineus_NA1
523909_1 Musca_domestica_salivary_gland_hypertrophy_virus
524023_1 Imperata_yellow_mottle_virus
525146_0 Desulfovibrio_desulfuricans_ATCC_27774
525245_0 Actinomyces_coleocanis_DSM_15436
525246_0 Actinomyces_urogenitalis_DSM_15434
525254_0 Anaerococcus_lactolyticus_ATCC_51172
525255_0 Anaerococcus_tetradius_ATCC_35098
525256_0 Atopobium_vaginae_DSM_15829
525260_0 Corynebacterium_accolens_ATCC_49725
525263_0 Corynebacterium_lipophiloflavum_DSM_44291
525309_0 Lactobacillus_antri_DSM_16041
525328_0 Lactobacillus_iners_DSM_13335
525367_0 Listeria_grayi_DSM_20601
525368_0 Mycobacterium_parascrofulaceum_ATCC_BAA-614
525371_0 Roseomonas_cervicalis_ATCC_49957
525373_0 Sphingobacterium_spiritivorum_ATCC_33861
525897_0 Desulfomicrobium_baculatum_DSM_4028
525898_0 Sulfurospirillum_deleyianum_DSM_6946
525903_0 Thermanaerovibrio_acidaminovorans_DSM_6589
525904_0 Thermobaculum_terrenum_ATCC_BAA-798
525909_0 Acidimicrobium_ferrooxidans_DSM_10331
525919_0 Anaerococcus_prevotii_DSM_20548
526118_1 Morganella_phage_MmP1
526218_0 Sebaldella_termitidis_ATCC_33386
526222_0 Desulfovibrio_salexigens_DSM_2638
526224_0 Brachyspira_murdochii_DSM_12563
526225_0 Geodermatophilus_obscurus_DSM_43160
526226_0 Gordonia_bronchialis_DSM_43247
526227_0 Meiothermus_silvanus_DSM_9946
526413_1 Equine_papillomavirus_2
526476_1 Tomato_leaf_curl_Palampur_virus
526977_0 Bacillus_cereus_ATCC_4342
528191_0 Paenibacillus_xylanexedens
528244_0 Azospirillum_thiophilum
528314_0 Methanoculleus_horonobensis
529086_0 Chitinilyticum_litopenaei_DSM_21440
529380_1 Chondrostereum_purpureum_cryptic_virus_1
529680_1 Rhynchosia_yellow_mosaic_virus
529709_0 Pyrococcus_yayanosii_CH1
529884_0 Rhodoluna_lacicola
529929_1 Salmonella_phage_phiSG-JL2
530536_1 Tobacco_mottle_leaf_curl_virus
530564_0 Pirellula_staleyi_DSM_6068
531844_0 Flavobacteriaceae_bacterium_3519-10
532074_1 Enterobacteria_phage_BA14
532075_1 Enterobacteria_phage_EcoDS1
532076_1 Enterobacteria_phage_13a
532077_1 Klebsiella_phage_K11
533247_0 Raphidiopsis_brookii_D9
535289_0 Acidovorax_ebreus_TPSY
535359_0 Macrocentrus_cingulum
535712_0 Candidatus_Rhodoluna_planktonica
535722_1 Nannizzia_gypsea_CBS_118893
535898_1 Rosa_rugosa_leaf_distortion_virus
536019_0 Mesorhizobium_opportunistum_WSM2075
536081_1 Blainvillea_yellow_spot_virus
536082_1 Sida_common_mosaic_virus
536083_1 Sida_yellow_leaf_curl_virus
536084_1 Tomato_common_mosaic_virus
536085_1 Tomato_leaf_distortion_virus
536086_1 Tomato_mild_mosaic_virus
536227_0 Clostridium_carboxidivorans_P7
536231_0 Roseburia_intestinalis_L1-82
536444_1 Cyanophage_P-RSM1
536466_1 Synechococcus_phage_S-SSM4
536474_1 Cyanophage_Syn30
537007_0 Blautia_hansenii_DSM_20583
537009_1 Stygiolobus_rod-shaped_virus
537011_0 Prevotella_copri_DSM_18205
537013_0 [Clostridium]_methylpentosum_DSM_5476
537021_0 Candidatus_Liberibacter_asiaticus_str._psy62
537874_1 Streptococcus_phage_PH15
537970_0 Helicobacter_canadensis_MIT_98-5491
537971_0 Helicobacter_cinaedi_CCUG_18818_=_ATCC_BAA-847
537972_0 Helicobacter_pullorum_MIT_98-5489
538004_1 Tomato_leaf_curl_Pakistan_alphasatellite
538025_0 Rhizobium_etli_8C-3
538123_1 Mammalian_orthoreovirus_3
538398_1 Pseudomonas_phage_PB1
538979_1 Xanthomonas_virus_phil7
539329_0 Francisella_philomiragia_subsp._philomiragia_ATCC_25015
540065_1 Mycobacterium_virus_Jasper
540066_1 Mycobacterium_virus_KBG
540067_1 Mycobacterium_virus_Lockley
540068_1 Mycobacterium_virus_Pukovnik
540070_1 Common_midwife_toad_virus
540747_0 Roseovarius_indicus
540906_0 Pedobacter_glucosidilyticus_DSM_23534
541865_1 Clostridium_phage_phiCP39-O
543152_1 Mycobacterium_phage_Nigel
543153_1 Mycobacterium_phage_Predator
543526_0 Haloterrigena_turkmenica_DSM_5511
543728_0 Variovorax_paradoxus_S110
543734_0 Lactobacillus_casei_BL23
543736_0 Rhodococcus_opacus_PD630
543876_1 Jatropha_leaf_curl_virus
543877_0 Altererythrobacter_marensis
543913_0 beta_proteobacterium_CB
543939_1 Sputnik_virophage
544580_0 Actinomyces_oris
544686_1 Epirus_cherry_virus
545123_0 Streptomyces_silaceus
545123_1 Streptomyces_silaceus
545243_0 Clostridium_arbusti_SL206
545259_1 Melandrium_yellow_fleck_virus
545276_0 Thioalkalivibrio_sp._ALJ24
545501_0 Oceanobacillus_oncorhynchi
545693_0 Bacillus_megaterium_QM_B1551
545694_0 Treponema_primitia_ZAS-2
545695_0 Treponema_azotonutricium_ZAS-9
545697_0 Clostridium_celatum_DSM_1785
546182_1 Mycobacterium_virus_Boomer
546185_1 Mycobacterium_virus_Porky
546262_0 Neisseria_cinerea_ATCC_14685
546263_0 Neisseria_elongata_subsp._glycolytica_ATCC_29315
546269_0 Filifactor_alocis_ATCC_35896
546270_0 Gemella_haemolysans_ATCC_10379
546271_0 Selenomonas_sputigena_ATCC_35185
546274_0 Eikenella_corrodens_ATCC_23834
546414_0 Deinococcus_deserti_VCD115
546805_1 Mycobacterium_phage_Myrna
546991_1 Blumeria_graminis_f._sp._hordei_DH14
547042_0 Bacteroides_coprophilus_DSM_18228_=_JCM_13818
547043_0 Bifidobacterium_pseudocatenulatum_DSM_20438_=_JCM_1200_=_LMG_10505
547146_0 Hydrogenobaculum_sp._SN
547228_1 Bacillus_phage_PM1
547467_1 Diascia_yellow_mottle_virus
547558_0 Methanohalophilus_mahii_DSM_5219
547559_0 Natrialba_magadii_ATCC_43099
548476_0 Corynebacterium_aurimucosum_ATCC_700975
548479_0 Mobiluncus_curtisii_ATCC_43063
548908_1 Fig_fleck-associated_virus
548914_1 Elephant_endotheliotropic_herpesvirus_4
548915_1 Tomato_leaf_curl_Kumasi_virus
549205_1 Cycad_leaf_necrosis_virus
549445_1 Pseudomonas_phage_LBL3
550540_0 Ferrimonas_balearica_DSM_9799
551115_0 'Nostoc_azollae'_0708
551224_1 Dysaphis_plantaginea_densovirus
551275_0 Hirschia_maritima_DSM_19733
551454_1 Carnation_necrotic_fleck_virus
551531_1 Tomato_leaf_curl_Kerala_virus
551789_0 Ponticaulis_koreensis_DSM_19734
551790_1 Ralstonia_phage_RSB1
551895_1 Iodobacteriophage_phiPLPE
551947_0 Bradyrhizobium_sp._STM_3843
551990_0 Flavobacterium_glycines
552398_0 Ruminococcaceae_bacterium_D16
552509_1 Leptopilina_boulardi_filamentous_virus
552518_0 Elstera_litoralis
552525_1 Bacillus_virus_IEBH
552592_1 Norovirus_GII.17
552811_0 Dehalogenimonas_lykanthroporepellens_BL-DC-9
553174_0 Prevotella_melaninogenica_ATCC_25845
553175_0 Porphyromonas_endodontalis_ATCC_35406
553178_0 Capnocytophaga_gingivalis_ATCC_33624
553184_0 Atopobium_rimae_ATCC_49626
553207_0 Corynebacterium_matruchotii_ATCC_14266
553239_0 Vibrio_breoganii
553385_0 Cobetia_crustatorum
553467_0 Halopelagius_inordinatus
553468_0 Haladaptatus_litoreus
553469_0 Halogeometricum_rufum
553470_0 Dolichospermum_circinale_AWQC310F
553482_0 Streptococcus_equi_subsp._equi_4047
553611_0 Photobacterium_leiognathi
553973_0 [Clostridium]_hylemonae_DSM_15053
554065_0 Chlorella_variabilis
554155_1 Microsporum_canis_CBS_113480
555079_0 Thermosediminibacter_oceani_DSM_16646
555088_0 Dethiobacter_alkaliphilus_AHT_1
555387_1 Synechococcus_phage_S-RSM4
555500_0 Galbibacter_marinus
555603_1 Mycobacterium_phage_Solon
555778_0 Halothiobacillus_neapolitanus_c2
555779_0 Desulfonatronospira_thiodismutans_ASO3-1
555793_0 Novosphingobium_sp._Rr_2-17
555874_0 Haloplanus_vescus
555875_0 Halogeometricum_limi
556267_0 Helicobacter_winghamensis_ATCC_BAA-430
556268_0 Oxalobacter_formigenes_HOxBLS
556269_0 Oxalobacter_formigenes_OXCC13
556325_0 Neomicrococcus_aestuarii
556484_1 Phaeodactylum_tricornutum_CCAP_1055/1
556524_1 Armigeres_subalbatus_virus_SaX06-AK20
557289_1 Burkholderia_phage_KS10
557393_1 Erwinia_phage_phiEa21-4
557598_0 Laribacter_hongkongensis_HLHK9
557599_0 Mycobacterium_kansasii_ATCC_12478
558151_0 Chryseobacterium_angstadtii
558152_0 Chryseobacterium_piperi
558169_0 Lentibacillus_jeotgali
558173_0 Corynebacterium_doosanense_CAU_212_=_DSM_45436
558529_0 Natronoarchaeum_philippinense
558690_1 Cucurbit_chlorotic_yellows_virus
558964_0 Aeromonas_aquatica
559180_1 Stretch_Lagoon_orbivirus
559189_1 Clostridium_virus_phiCD27
559295_1 Lachancea_thermotolerans_CBS_6340
559878_1 Clerodendrum_golden_mosaic_China_virus
560178_1 Listeria_phage_P40
561175_0 Actinomadura_flavalba_DSM_45200
561177_0 Anaerococcus_hydrogenalis_DSM_7454
561180_0 Bifidobacterium_gallicum_DSM_20093_=_LMG_11596
561184_0 Mameliella_alba
561230_0 Pectobacterium_carotovorum_subsp._carotovorum_PC1
561304_0 Mycobacterium_leprae_Br4923
561576_1 Cassava_virus_C
561996_1 Mycobacterium_virus_Brujita
561998_1 Mycobacterium_phage_Gumball
562729_0 Rheinheimera_nanhaiensis_E407-8
562742_1 Roseobacter_phage_RDJL_Phi_1
562743_0 Amphibacillus_jilinensis_Y1
562970_0 Kyrpidia_tusciae_DSM_2912
563040_0 Sulfurimonas_autotrophica_DSM_16294
563041_0 Helicobacter_pylori_G27
563119_1 Mycobacterium_virus_Fruitloop
563122_1 Mycobacterium_virus_Pacc40
563123_1 Mycobacterium_virus_Ramsey
563174_0 Listeria_monocytogenes_L99
563178_0 Buchnera_aphidicola_str._5A_(Acyrthosiphon_pisum)
563466_1 Scedosporium_apiospermum
563769_1 Stx2-converting_phage_1717
563775_1 Myotis_polyomavirus_VM-2008
564415_0 Herbidospora_sakaeratensis
564608_0 Micromonas_pusilla_CCMP1545
564878_1 Asama_virus
564886_1 Enterobacteria_phage_YYZ-2008
565033_0 Geoglobus_acetivorans
565040_0 Bifidobacterium_longum_subsp._infantis_157F
565045_0 Luminiphilus_syltensis_NOR5-1B
565050_0 Caulobacter_vibrioides_NA1000
565052_1 Tobacco_yellow_crinkle_virus
565140_1 Bacillus_phage_TP21-L
565443_0 Verminephrobacter_aporrectodeae_subsp._tuberculatae_At4
565537_1 Human_papillomavirus_type_108
565575_0 Ureaplasma_urealyticum_serovar_10_str._ATCC_33699
565655_0 Enterococcus_casseliflavus_EC20
565995_1 Bundibugyo_ebolavirus
566037_1 Saccharomycetaceae_sp._'Ashbya_aceri'
566270_1 Spodoptera_litura_nucleopolyhedrovirus_II
566461_0 Streptomyces_viridosporus_ATCC_14672
566466_0 gamma_proteobacterium_NOR5-3
566550_0 Hungatella_hathewayi_DSM_13479
568069_0 Clunio_marinus
568076_1 Metarhizium_robertsii
568090_1 Flammulina_velutipes_browning_virus
568209_1 Feline_papillomavirus_type_2
568715_1 Astrovirus_MLB1
568816_0 Acidaminococcus_intestini_RyC-MR95
569195_1 Porcine_kobuvirus_swine/S-1-HUN/2007/Hungary
569365_1 Cladophialophora_immunda
569857_0 Staphylococcus_microti
569949_1 Jatropha_mosaic_India_virus-[Lucknow]
570268_0 Nocardiopsis_potens_DSM_45234
570277_0 Endozoicomonas_montiporae_CL-33
570417_0 Wolbachia_endosymbiont_of_Culex_quinquefasciatus_Pel
570508_0 Helicobacter_pylori_P12
570509_0 Spiroplasma_melliferum_KC3
570832_1 Ludwigia_leaf_distortion_betasatellite_[India:Amadalavalasa:Hibiscus:2007]
570952_0 Fodinicurvata_sediminis_DSM_21159
571166_0 Sedimentitalea_nanhaiensis_DSM_24252
571800_0 Psychrobacter_sp._G
571913_0 Luteipulveratus_mongoliensis
571915_0 Corynebacterium_mustelae
572239_1 Wheat_yellow_dwarf_virus-GPV
572288_1 Bulbul_coronavirus_HKU11-934
572289_1 Munia_coronavirus_HKU13-3514
572290_1 Thrush_coronavirus_HKU12-600
572307_1 Neospora_caninum_Liverpool
572477_0 Allochromatium_vinosum_DSM_180
572478_0 Vulcanisaeta_distributa_DSM_14429
572479_0 Halanaerobium_praevalens_DSM_2228
572480_0 Arcobacter_nitrofigilis_DSM_7299
572544_0 Ilyobacter_polytropus_DSM_2926
572546_0 Archaeoglobus_profundus_DSM_5631
572547_0 Aminobacterium_colombiense_DSM_12261
573059_0 Desulfovibrio_vulgaris_RCH1
573061_0 Clostridium_cellulovorans_743B
573063_0 Methanocaldococcus_infernus_ME
573064_0 Methanocaldococcus_fervens_AG86
573065_0 Asticcacaulis_excentricus_CB_48
573171_1 Vibrio_phage_douglas_12A4
573172_1 Vibrio_phage_eugene_12A10
573173_1 Vibrio_phage_helene_12B3
573174_1 Vibrio_phage_henriette_12B8
573175_1 Vibrio_phage_martha_12B12
573199_1 Murine_adenovirus_3
573413_0 Sediminispirochaeta_smaragdinae_DSM_11293
573497_0 Frankia_sp._Cc1.17
573508_1 Aspergillus_cristatus
573569_0 Francisella_sp._TX077308
573570_0 Francisella_sp._TX077310
573591_1 Stenotrophomonas_phage_S1
573615_1 Lupinus_mosaic_virus
573729_1 Thermothelomyces_thermophila_ATCC_42464
573737_0 Pandoraea_oxalativorans
573824_1 Human_rhinovirus_A1
573826_1 Candida_dubliniensis_CD36
573900_1 Morogoro_mammarenavirus
574087_0 Acetohalobium_arabaticum_DSM_5501
574376_0 Bacillus_manliponensis
574556_0 Anaplasma_centrale_str._Israel
574566_0 Coccomyxa_subellipsoidea_C-169
574774_1 Glonium_stellatum
574890_1 Sweet_potato_leaf_curl_Lanzarote_virus
575540_0 Isosphaera_pallida_ATCC_43644
575590_0 Bacteroidetes_oral_taxon_274_str._F0058
575593_0 Lachnospiraceae_oral_taxon_107_str._F0167
575594_0 Lactobacillus_coleohominis_101-4-CHN
575608_1 Staphylococcus_virus_IPLA88
575610_1 Staphylococcus_virus_IPLA35
575614_0 Prevotella_sp._oral_taxon_299_str._F0039
575788_0 Vibrio_tasmaniensis_LGP32
575913_1 Sea_turtle_tornovirus_1
575917_1 Tomato_leaf_curl_Patna_virus
575918_1 Tomato_leaf_curl_Patna_betasatellite
576137_1 Phialocephala_subalpina
576611_0 Polynucleobacter_asymbioticus
576784_0 Streptomyces_iranensis
576791_1 Escherichia_phage_wV8
576948_1 Rabbit_calicivirus_Australia_1_MIC-07
577122_1 T'Ho_virus
577124_1 Chilli_leaf_curl_India_virus
577650_0 Desulfobulbus_propionicus_DSM_2032
578107_1 Daphne_mosaic_virus
578234_1 Lactobacillus_phage_Lv-1
578305_1 Gayfeather_mild_mottle_virus
578361_1 Soybean_yellow_mottle_mosaic_virus
578455_1 Thielavia_terrestris_NRRL_8126
578456_1 Tremella_mesenterica_DSM_1558
578458_1 Schizophyllum_commune_H4-8
578459_1 Rhodotorula_graminis_WP1
578462_1 Allomyces_macrogynus_ATCC_38327
579113_1 Sunn_hemp_leaf_distortion_virus
579137_0 Methanocaldococcus_vulcanius_M7
579138_0 Zymomonas_mobilis_subsp._pomaceae_ATCC_29192
579478_0 Halomonas_sp._S2151
579483_0 Loktanella_sp._S4079
580033_0 Campylobacter_volucris_LMG_24379
580058_1 Plasmodium_falciparum_RAJ116
580247_1 Avian_avulavirus_9
580254_1 Raphanus_sativus_cryptic_virus_3
580327_0 Thermoanaerobacterium_thermosaccharolyticum_DSM_571
580331_0 Thermoanaerobacter_italicus_Ab9
580332_0 Sideroxydans_lithotrophicus_ES-1
580340_0 Thermovirga_lienii_DSM_17291
581103_0 Geobacillus_sp._Y4.1MC1
582345_1 Pseudomonas_phage_KPP10
582402_0 Hirschia_baltica_ATCC_49814
582419_0 Thermococcus_paralvinellae
582475_0 Lysinibacillus_xylanilyticus
582515_0 Rubidibacter_lacunae_KORDI_51-2
582680_0 Microbacterium_azadirachtae
582744_0 Methylovorus_glucosetrophus_SIP3-4
